X,Y,objectid,name,loctype,lastupdate,confirmedcases,globalid
-13035021.6577,3851915.3974,1788,NATIONAL CITY,Incorporated City,2020/05/10 08:00:00,235,{8095CD9A-5B9E-4E5C-A511-183180ECC530}
-13058713.0221,3925163.5645,1789,OCEANSIDE,Incorporated City,2020/05/10 08:00:00,117,{9718D2D6-61C2-41E5-B854-BC78048BAB38}
-13026621.7138,3893603.7466,1790,POWAY,Incorporated City,2020/05/10 08:00:00,34,{A74E0B89-11B3-425E-B244-440BAFCDBEF7}
-13043317.7596,3913521.8578,1791,SAN MARCOS,Incorporated City,2020/05/10 08:00:00,42,{2E2D5FCE-CFB0-4BDC-9135-92D501D74609}
-13022693.0821,3876133.215,1792,SANTEE,Incorporated City,2020/05/10 08:00:00,44,{9DB70F11-1FDE-4AAB-9C53-2126D6CA0AC8}
-13053032.9052,3894545.1224,1793,SOLANA BEACH,Incorporated City,2020/05/10 08:00:00,7,{2D212FD4-6A0B-47BF-9CB6-C28B9D0BB553}
-13050937.1562,3920504.8702,1794,VISTA,Incorporated City,2020/05/10 08:00:00,81,{B26E417E-296F-4B52-8B0D-2B8CEF374E74}
-13036572.8683,3877908.5737,1795,SAN DIEGO,Incorporated City,2020/05/10 08:00:00,2238,{6FDC352D-9735-46FF-8D05-0657E888753A}
-13047217.8826,3898975.5031,1796,Rancho Santa Fe,Unincorporated,2020/05/10 08:00:00,15,{7F1B14F5-A8A5-49F3-BCC4-1766CF56577C}
-13009769.1049,3900855.9098,1797,Ramona,Unincorporated,2020/05/10 08:00:00,19,{F5C0C4D3-68E5-47FF-BF8D-6A95FF54AB66}
-13049711.3295,3944429.484,1798,Fallbrook,Unincorporated,2020/05/10 08:00:00,18,{4DB4A873-C7E3-4B3B-8208-A7ABBA0545A7}
-13015632.7422,3876391.0926,1799,Lakeside,Unincorporated,2020/05/10 08:00:00,43,{A2CCF793-CD25-4E96-B929-A42D767FC8E5}
-13026210.9388,3852184.5047,1800,Bonita,Unincorporated,2020/05/10 08:00:00,27,{4016F3C0-A771-4DB7-A4F3-B44C374B60AC}
-13023703.1721,3859438.9896,1801,Spring Valley,Unincorporated,2020/05/10 08:00:00,153,{2CDB16A0-F105-4DE6-AF36-F839AA493B8C}
-12990608.3431,3895502.6307,1802,Other,Unincorporated,2020/05/10 08:00:00,383,{90C22DC4-9650-40F0-887E-1C3F3E0792CC}
-13358862.483,3894963.5639,1803,Unknown,Unknow,2020/05/10 08:00:00,77,{24013DCD-2F75-4439-B286-D29A0603D66C}
-13020827.4191,3942223.4824,1804,Pauma Valley,Unincorporated,2020/05/10 08:00:00,1,{507EA48D-DAFC-4C49-86F7-BA6B23A1D19E}
-12996068.0826,3874248.3156,1805,Alpine,Unincorporated,2020/05/10 08:00:00,5,{1FDEFECF-7C8C-45CD-8FB5-801796C96E53}
-12947366.9134,3935429.4082,1806,Borrego Springs,Unincorporated,2020/05/10 08:00:00,2,{9980BB9D-3A69-4665-8C63-CE697ADBA191}
-12980653.7683,3875545.6233,1807,Descanso,Unincorporated,2020/05/10 08:00:00,1,{870F5778-B7D2-46FF-BBC6-31F441B4C2A7}
-13001654.0211,3856370.3217,1808,Jamul,Unincorporated,2020/05/10 08:00:00,8,{D314785D-2564-4BFF-B0B2-13056A853123}
-12973216.4427,3923020.6406,1809,Ranchita,Unincorporated,2020/05/10 08:00:00,2,{731EF90B-0A51-4C3B-9E6A-FC89AD19EB70}
-13028622.4601,3928800.839,1810,Valley Center,Unincorporated,2020/05/10 08:00:00,9,{C77FE808-1130-4127-A10D-9229900464FA}
-12947728.9176,3857037.1099,1811,Boulevard,Unincorporated,2020/05/10 08:00:00,3,{4C8228DF-357D-48B0-9250-7B2A0095F899}
-13046450.0646,3933380.3103,1812,Bonsall,Unincorporated,2020/05/10 08:00:00,3,{5AA2C976-9B5E-4F46-BE44-98D2BC8EA734}
-12979361.2962,3845494.2871,1813,Potrero,Unincorporated,2020/05/10 08:00:00,4,{F315608C-F7D0-4E45-9EAD-BFB87A177B74}
-12964486.7644,3847214.2439,1814,Campo,Unincorporated,2020/05/10 08:00:00,1,{C885DAEA-A2E8-4958-9883-40BD1F01628B}
-12980301.3647,3905515.9244,1815,Julian,Unincorporated,2020/05/10 08:00:00,2,{D0F2F762-B1DD-46F1-9CF0-B37205BF11A5}
-13032595.3683,3944637.4253,1816,Pala,Unincorporated,2020/05/10 08:00:00,2,{BC7A949F-C647-4E52-BBC4-74EE9ED26398}
-12984666.5529,3840573.6325,1817,Tecate,Unincorporated,2020/05/10 08:00:00,3,{15866C98-F634-40EE-A272-E3E02513757D}
-12984576.6426,3915395.7027,1818,Santa Ysabel,Unincorporated,2020/05/10 08:00:00,1,{D115F32D-7534-4EF2-97C0-3116C55FCC79}
-12999551.2428,3843855.4909,1819,Dulzura,Unincorporated,2020/05/10 08:00:00,2,{49C8FBB7-1547-4FA9-8AE8-D25CA4D9A669}
-13055943.7678,3911860.2881,1820,CARLSBAD,Incorporated City,2020/05/11 08:00:00,63,{D44F9501-1843-4931-9DFB-F141C2143750}
-13025980.1151,3845995.7071,1821,CHULA VISTA,Incorporated City,2020/05/11 08:00:00,739,{22D0F223-5D50-4930-BA7D-D859D4CBAE21}
-13040305.7757,3849683.3521,1822,CORONADO,Incorporated City,2020/05/11 08:00:00,12,{F45D277A-2C1E-493A-B295-A11D608E0C24}
-13053598.1182,3890456.4197,1823,DEL MAR,Incorporated City,2020/05/11 08:00:00,12,{8A8FD000-2DFA-4AC8-A067-556A48428852}
-13019977.8232,3869010.3783,1824,EL CAJON,Incorporated City,2020/05/11 08:00:00,296,{C2BAB4BE-171B-454D-BCC6-1A4D9E1F0642}
-13053457.8827,3901822.0345,1825,ENCINITAS,Incorporated City,2020/05/11 08:00:00,38,{A0F7E327-7B80-4E82-B78E-7226BE95CE96}
-13032422.3731,3913182.7739,1826,ESCONDIDO,Incorporated City,2020/05/11 08:00:00,166,{65FB9907-5AFB-431B-8459-2724BB20EEF1}
-13037555.5062,3838223.8478,1827,IMPERIAL BEACH,Incorporated City,2020/05/11 08:00:00,45,{9EC7703A-A2C3-4DC3-A3E4-30BE7F6EF2D8}
-13026645.6096,3864877.6567,1828,LA MESA,Incorporated City,2020/05/11 08:00:00,95,{A7E56B7E-F745-49D6-8926-198E20465B4D}
-13028211.636,3859954.5455,1829,LEMON GROVE,Incorporated City,2020/05/11 08:00:00,52,{4BA452A0-A693-40C0-9410-753C2D1840B1}
-13035021.6577,3851915.3974,1830,NATIONAL CITY,Incorporated City,2020/05/11 08:00:00,238,{374F8A77-C253-4AE9-B253-430CC27F8D6B}
-13058713.0221,3925163.5645,1831,OCEANSIDE,Incorporated City,2020/05/11 08:00:00,118,{A80D88D8-79F4-4254-8C50-5808A4126485}
-13026621.7138,3893603.7466,1832,POWAY,Incorporated City,2020/05/11 08:00:00,35,{B6C1188E-2D43-46C9-9F39-DCF818C4746C}
-13043317.7596,3913521.8578,1833,SAN MARCOS,Incorporated City,2020/05/11 08:00:00,44,{8CDD9E90-2A04-410B-8B9A-32CB92F11E79}
-13022693.0821,3876133.215,1834,SANTEE,Incorporated City,2020/05/11 08:00:00,45,{DA9A7DF1-39C7-4AEC-A8CA-8BB330DF8B95}
-13053032.9052,3894545.1224,1835,SOLANA BEACH,Incorporated City,2020/05/11 08:00:00,7,{41AEE3FD-8B06-455E-A3C3-54605C918E23}
-13050937.1562,3920504.8702,1836,VISTA,Incorporated City,2020/05/11 08:00:00,82,{CD86279A-FA87-4719-B924-04A396CF34A5}
-13036572.8683,3877908.5737,1837,SAN DIEGO,Incorporated City,2020/05/11 08:00:00,2281,{6AB49F46-9C15-47BD-B9A7-BA1F1B50B186}
-13047217.8826,3898975.5031,1838,Rancho Santa Fe,Unincorporated,2020/05/11 08:00:00,15,{2BE897DA-F2F4-44DC-B627-2C12EC2AFF8B}
-13009769.1049,3900855.9098,1839,Ramona,Unincorporated,2020/05/11 08:00:00,19,{C445C8E0-373E-494F-8960-7CEB3E53BE35}
-13049711.3295,3944429.484,1840,Fallbrook,Unincorporated,2020/05/11 08:00:00,18,{F152B51B-C62A-4306-9AC8-F482B3EB48B9}
-13015632.7422,3876391.0926,1841,Lakeside,Unincorporated,2020/05/11 08:00:00,44,{57B01463-7D47-4363-BC27-66487E4CD2CA}
-13026210.9388,3852184.5047,1842,Bonita,Unincorporated,2020/05/11 08:00:00,28,{05403F00-7A23-4334-85B4-0BB5A6B9D8E3}
-13023703.1721,3859438.9896,1843,Spring Valley,Unincorporated,2020/05/11 08:00:00,157,{E30C8462-3DC3-44B7-A41A-BE589BA56168}
-12990608.3431,3895502.6307,1844,Other,Unincorporated,2020/05/11 08:00:00,385,{0091C5AA-2C21-4087-947C-167C367AF4EF}
-13358862.483,3894963.5639,1845,Unknown,Unknow,2020/05/11 08:00:00,75,{2FE4A511-42EA-4DED-B89F-7D286E3FEB1F}
-13020827.4191,3942223.4824,1846,Pauma Valley,Unincorporated,2020/05/11 08:00:00,1,{AEC9A4A6-AA20-4A20-B1B6-97B08975270A}
-12996068.0826,3874248.3156,1847,Alpine,Unincorporated,2020/05/11 08:00:00,5,{9545CF6C-93FD-4D87-9999-A1778CD46FB3}
-12947366.9134,3935429.4082,1848,Borrego Springs,Unincorporated,2020/05/11 08:00:00,2,{599251A6-1846-432C-A04F-C3E024A0B0AC}
-12980653.7683,3875545.6233,1849,Descanso,Unincorporated,2020/05/11 08:00:00,1,{6BFB47B4-BE77-47BB-8EE7-1E5FD7C76AC2}
-13001654.0211,3856370.3217,1850,Jamul,Unincorporated,2020/05/11 08:00:00,9,{6EC743E8-1C46-4281-AA4E-E4D826BFCD70}
-12973216.4427,3923020.6406,1851,Ranchita,Unincorporated,2020/05/11 08:00:00,2,{76E5D7A0-2F27-4421-8970-251654927128}
-13028622.4601,3928800.839,1852,Valley Center,Unincorporated,2020/05/11 08:00:00,9,{C660757F-5127-417C-8527-7D532423226D}
-12947728.9176,3857037.1099,1853,Boulevard,Unincorporated,2020/05/11 08:00:00,3,{DB13F6EE-D0DE-4859-A6EC-A3C230663B78}
-13046450.0646,3933380.3103,1854,Bonsall,Unincorporated,2020/05/11 08:00:00,4,{3FAF0969-C279-420E-B42F-9887D80A04C4}
-12979361.2962,3845494.2871,1855,Potrero,Unincorporated,2020/05/11 08:00:00,5,{A194B5D7-520C-475B-BC14-9AF6496BA7A2}
-12964486.7644,3847214.2439,1856,Campo,Unincorporated,2020/05/11 08:00:00,1,{ABC51867-D8B4-43DB-8FE8-06E15F073899}
-12980301.3647,3905515.9244,1857,Julian,Unincorporated,2020/05/11 08:00:00,2,{43F662CF-AB82-4D29-B218-9B6F9BD094E0}
-13032595.3683,3944637.4253,1858,Pala,Unincorporated,2020/05/11 08:00:00,2,{0D3BA3C0-C4FF-4267-A857-F29132DA4085}
-12984666.5529,3840573.6325,1859,Tecate,Unincorporated,2020/05/11 08:00:00,3,{E05DE65E-165D-4CAA-8DFD-335FFC349377}
-12984576.6426,3915395.7027,1860,Santa Ysabel,Unincorporated,2020/05/11 08:00:00,1,{A2DF8B65-9A49-4667-ABF8-76A2E5E0E9F2}
-12999551.2428,3843855.4909,1861,Dulzura,Unincorporated,2020/05/11 08:00:00,2,{0B49BE03-C639-4A25-9B60-897409277E7C}
-13055943.7678,3911860.2881,1862,CARLSBAD,Incorporated City,2020/05/12 08:00:00,66,{2BB40894-1415-444E-9DB4-577CE2182B2D}
-13025980.1151,3845995.7071,1863,CHULA VISTA,Incorporated City,2020/05/12 08:00:00,759,{12DD3F83-8E14-4D1A-9A4A-114F075813CB}
-13040305.7757,3849683.3521,1864,CORONADO,Incorporated City,2020/05/12 08:00:00,14,{7D8C03A7-8311-4CD5-9ABB-31048DD2856D}
-13053598.1182,3890456.4197,1865,DEL MAR,Incorporated City,2020/05/12 08:00:00,12,{39D12C77-CAEF-426D-994F-D4DBE84E2310}
-13019977.8232,3869010.3783,1866,EL CAJON,Incorporated City,2020/05/12 08:00:00,302,{151157A9-BAC0-403C-9C69-07C5838A361F}
-13053457.8827,3901822.0345,1867,ENCINITAS,Incorporated City,2020/05/12 08:00:00,39,{0135538C-9D96-46D9-BA7A-CB74B7DEC0B1}
-13032422.3731,3913182.7739,1868,ESCONDIDO,Incorporated City,2020/05/12 08:00:00,172,{7857DFE9-5455-4432-A3F2-2119D5AD354A}
-13037555.5062,3838223.8478,1869,IMPERIAL BEACH,Incorporated City,2020/05/12 08:00:00,48,{4FD5CDD7-E563-4AA8-B585-372796AD5F2D}
-13026645.6096,3864877.6567,1870,LA MESA,Incorporated City,2020/05/12 08:00:00,98,{71D5A519-55ED-4D7F-B19B-4E8C1CEE0F65}
-13028211.636,3859954.5455,1871,LEMON GROVE,Incorporated City,2020/05/12 08:00:00,52,{2D24F242-D3E5-484E-BBE5-AFB88F768B0A}
-13035021.6577,3851915.3974,1872,NATIONAL CITY,Incorporated City,2020/05/12 08:00:00,248,{0029085A-E84C-4750-9258-ADA768783E19}
-13058713.0221,3925163.5645,1873,OCEANSIDE,Incorporated City,2020/05/12 08:00:00,118,{86C3D9EC-A9CD-4039-9EC0-EA4E4F8DDE68}
-13026621.7138,3893603.7466,1874,POWAY,Incorporated City,2020/05/12 08:00:00,35,{2CC1EC9D-AF46-48C8-BEE7-C8FB8F850ACC}
-13043317.7596,3913521.8578,1875,SAN MARCOS,Incorporated City,2020/05/12 08:00:00,45,{7F092A1A-9DC3-4081-A8FB-EA5341ECA06F}
-13022693.0821,3876133.215,1876,SANTEE,Incorporated City,2020/05/12 08:00:00,44,{61BF67EE-E392-4981-8090-9D868E780F07}
-13053032.9052,3894545.1224,1877,SOLANA BEACH,Incorporated City,2020/05/12 08:00:00,7,{19CE5BA9-EC11-480C-B09B-0EFFFFFBE82B}
-13050937.1562,3920504.8702,1878,VISTA,Incorporated City,2020/05/12 08:00:00,85,{4133C2B0-8572-4702-9BA0-8E44223608AB}
-13036572.8683,3877908.5737,1879,SAN DIEGO,Incorporated City,2020/05/12 08:00:00,2328,{AB9D659F-AB9B-413B-B1A7-6E47CDB5D0A0}
-13047217.8826,3898975.5031,1880,Rancho Santa Fe,Unincorporated,2020/05/12 08:00:00,15,{8DDEB613-F32E-4C9A-9728-495D1276810A}
-13009769.1049,3900855.9098,1881,Ramona,Unincorporated,2020/05/12 08:00:00,19,{EBB16BA1-3440-4134-B609-BA5753EBB09D}
-13049711.3295,3944429.484,1882,Fallbrook,Unincorporated,2020/05/12 08:00:00,19,{291D0F2A-1BB4-4C48-B016-621E45ED4E84}
-13015632.7422,3876391.0926,1883,Lakeside,Unincorporated,2020/05/12 08:00:00,45,{83F4AD20-9E7E-4151-B4E3-36140C615E08}
-13026210.9388,3852184.5047,1884,Bonita,Unincorporated,2020/05/12 08:00:00,29,{ECA27B53-5252-4536-98D7-51CA4359B51D}
-13023703.1721,3859438.9896,1885,Spring Valley,Unincorporated,2020/05/12 08:00:00,160,{964676DA-8DC0-416D-8AA7-6B985FD8E1F9}
-12990608.3431,3895502.6307,1886,Other,Unincorporated,2020/05/12 08:00:00,387,{75277E5E-4022-4BE7-A2EB-FAC84EB0E2EE}
-13358862.483,3894963.5639,1887,Unknown,Unknow,2020/05/12 08:00:00,76,{82024963-793A-46B0-86CC-6DEF6A9995A2}
-13020827.4191,3942223.4824,1888,Pauma Valley,Unincorporated,2020/05/12 08:00:00,1,{6681F6E6-7D94-4BC0-B517-D8580B6C2BD1}
-12996068.0826,3874248.3156,1889,Alpine,Unincorporated,2020/05/12 08:00:00,7,{CCBBDA22-150D-498A-B3BD-83CB1D7C94F1}
-12947366.9134,3935429.4082,1890,Borrego Springs,Unincorporated,2020/05/12 08:00:00,2,{80E5F60A-98D3-452F-BA34-D8517C6C9F90}
-12980653.7683,3875545.6233,1891,Descanso,Unincorporated,2020/05/12 08:00:00,2,{627D7AB9-D9C3-4170-8E12-49685801217F}
-13001654.0211,3856370.3217,1892,Jamul,Unincorporated,2020/05/12 08:00:00,9,{5A013515-B07F-409A-A6AB-7D35937D10E6}
-12973216.4427,3923020.6406,1893,Ranchita,Unincorporated,2020/05/12 08:00:00,2,{FD5418C8-E7F1-4EAE-BAA8-B2B4D8581459}
-13028622.4601,3928800.839,1894,Valley Center,Unincorporated,2020/05/12 08:00:00,9,{8150D0B5-B1B3-417B-A066-E864C9C3A69B}
-12947728.9176,3857037.1099,1895,Boulevard,Unincorporated,2020/05/12 08:00:00,3,{A23D1E2E-BDA1-4393-A041-C181D207230E}
-13046450.0646,3933380.3103,1896,Bonsall,Unincorporated,2020/05/12 08:00:00,5,{539B2E1D-57B9-4BEF-B0A9-4BD82E7068EA}
-12979361.2962,3845494.2871,1897,Potrero,Unincorporated,2020/05/12 08:00:00,5,{DE1192D0-CF8A-4A04-A3AC-5277AF21A56C}
-12964486.7644,3847214.2439,1898,Campo,Unincorporated,2020/05/12 08:00:00,1,{BF14BE6F-8E5E-46F5-B90B-AC4D2C1A58E5}
-12980301.3647,3905515.9244,1899,Julian,Unincorporated,2020/05/12 08:00:00,2,{0CD15580-8977-4285-B059-C4637EB003D1}
-13032595.3683,3944637.4253,1900,Pala,Unincorporated,2020/05/12 08:00:00,2,{E83796E2-AA11-4F92-9EEF-7EB04FA2EDE9}
-12984666.5529,3840573.6325,1901,Tecate,Unincorporated,2020/05/12 08:00:00,3,{A6D3F784-A5C4-43A1-A4AA-0B9D07C03675}
-12984576.6426,3915395.7027,1902,Santa Ysabel,Unincorporated,2020/05/12 08:00:00,1,{C474E596-FE47-4570-9EB7-B074879FA35C}
-12999551.2428,3843855.4909,1903,Dulzura,Unincorporated,2020/05/12 08:00:00,2,{23BC8692-91F3-48FC-A0D6-F34ACD0ACB14}
-13055943.7678,3911860.2881,1904,CARLSBAD,Incorporated City,2020/05/13 08:00:00,69,{78E948CD-014F-4516-8BC6-81A021B8C582}
-13025980.1151,3845995.7071,1905,CHULA VISTA,Incorporated City,2020/05/13 08:00:00,775,{1C10C285-F961-4554-B79E-7B985335BB95}
-13040305.7757,3849683.3521,1906,CORONADO,Incorporated City,2020/05/13 08:00:00,14,{CAA13DFC-856D-4EDD-8432-69BD10FB877D}
-13053598.1182,3890456.4197,1907,DEL MAR,Incorporated City,2020/05/13 08:00:00,13,{7331FDFA-39CE-4585-82E2-F599412FF8C4}
-13019977.8232,3869010.3783,1908,EL CAJON,Incorporated City,2020/05/13 08:00:00,307,{34B085D7-B808-4F6C-A7A2-3D164765E65E}
-13053457.8827,3901822.0345,1909,ENCINITAS,Incorporated City,2020/05/13 08:00:00,40,{8D793E0B-6DA7-4B09-936E-DACC3D27090D}
-13032422.3731,3913182.7739,1910,ESCONDIDO,Incorporated City,2020/05/13 08:00:00,177,{8FF11920-7412-453E-B250-89F58A3D9FA8}
-13037555.5062,3838223.8478,1911,IMPERIAL BEACH,Incorporated City,2020/05/13 08:00:00,49,{7BB7819C-6604-4062-9364-B5D25DCF77FC}
-13026645.6096,3864877.6567,1912,LA MESA,Incorporated City,2020/05/13 08:00:00,99,{D02EFA22-F701-413B-9642-3454BED656C1}
-13028211.636,3859954.5455,1913,LEMON GROVE,Incorporated City,2020/05/13 08:00:00,53,{8CC3BECF-60DB-4BD7-B8C5-07E4F0941F94}
-13035021.6577,3851915.3974,1914,NATIONAL CITY,Incorporated City,2020/05/13 08:00:00,255,{8329D639-701E-4612-8A84-A833AB62C61E}
-13058713.0221,3925163.5645,1915,OCEANSIDE,Incorporated City,2020/05/13 08:00:00,124,{D73A9049-9A5D-4842-94E4-3CE2D8B355F7}
-13026621.7138,3893603.7466,1916,POWAY,Incorporated City,2020/05/13 08:00:00,35,{08A27454-76FA-44F7-84B2-0FA27440AECD}
-13043317.7596,3913521.8578,1917,SAN MARCOS,Incorporated City,2020/05/13 08:00:00,50,{E4985341-5722-4B51-A7C9-592A0D10EFE0}
-13022693.0821,3876133.215,1918,SANTEE,Incorporated City,2020/05/13 08:00:00,46,{D8ECA906-D41C-4AE0-8A1F-69F5A612C470}
-13053032.9052,3894545.1224,1919,SOLANA BEACH,Incorporated City,2020/05/13 08:00:00,7,{13611B06-58A9-4A51-877E-86A1AB07BF85}
-13050937.1562,3920504.8702,1920,VISTA,Incorporated City,2020/05/13 08:00:00,85,{200489E3-AB17-4D5B-B195-74C15CAD6469}
-13036572.8683,3877908.5737,1921,SAN DIEGO,Incorporated City,2020/05/13 08:00:00,2387,{3BC5258E-A23F-4BC0-868F-6BF76FB78D67}
-13047217.8826,3898975.5031,1922,Rancho Santa Fe,Unincorporated,2020/05/13 08:00:00,15,{0617ADD2-43F5-4CE6-B9E8-F65566C83284}
-13009769.1049,3900855.9098,1923,Ramona,Unincorporated,2020/05/13 08:00:00,19,{8809AA6F-A68B-4E86-9215-4469EFBF7D6D}
-13049711.3295,3944429.484,1924,Fallbrook,Unincorporated,2020/05/13 08:00:00,21,{6F152A44-633F-4807-9610-E252D13287A1}
-13015632.7422,3876391.0926,1925,Lakeside,Unincorporated,2020/05/13 08:00:00,45,{69AF0377-2D28-499E-8C84-5F681370BCA5}
-13026210.9388,3852184.5047,1926,Bonita,Unincorporated,2020/05/13 08:00:00,28,{2BC9A68E-BFC3-488F-BD59-D2DFE6B51F03}
-13023703.1721,3859438.9896,1927,Spring Valley,Unincorporated,2020/05/13 08:00:00,163,{411379CB-2578-49C1-8586-CC477316B810}
-12990608.3431,3895502.6307,1928,Other,Unincorporated,2020/05/13 08:00:00,390,{94995179-D669-4A33-B017-69ECED457FE1}
-13358862.483,3894963.5639,1929,Unknown,Unknow,2020/05/13 08:00:00,68,{521C42FF-57CC-4527-837C-118FE5117125}
-13020827.4191,3942223.4824,1930,Pauma Valley,Unincorporated,2020/05/13 08:00:00,1,{CFC55932-2C95-4F7C-9C76-9E81A809945F}
-12996068.0826,3874248.3156,1931,Alpine,Unincorporated,2020/05/13 08:00:00,8,{F75F96BA-8E34-4481-BDAD-48D9C12027C7}
-12947366.9134,3935429.4082,1932,Borrego Springs,Unincorporated,2020/05/13 08:00:00,2,{43CF39DA-1331-426C-AB94-DAB60D46E226}
-12980653.7683,3875545.6233,1933,Descanso,Unincorporated,2020/05/13 08:00:00,2,{4B42CF65-5B1B-459A-BD8F-EF93816FF75E}
-13001654.0211,3856370.3217,1934,Jamul,Unincorporated,2020/05/13 08:00:00,9,{9DD23AB3-D6D3-45AA-A5B7-8E42B86D9D85}
-12973216.4427,3923020.6406,1935,Ranchita,Unincorporated,2020/05/13 08:00:00,2,{8DA17464-BAA0-43E9-AD6F-BBAD042FC506}
-13028622.4601,3928800.839,1936,Valley Center,Unincorporated,2020/05/13 08:00:00,9,{F3620F70-790B-4645-87B8-FEB9CF6172B6}
-12947728.9176,3857037.1099,1937,Boulevard,Unincorporated,2020/05/13 08:00:00,3,{AFE31E4C-2D28-4EC1-890F-FDA7AB3D031B}
-13046450.0646,3933380.3103,1938,Bonsall,Unincorporated,2020/05/13 08:00:00,5,{311AE383-5309-4902-837D-3AEC54FB80C8}
-12979361.2962,3845494.2871,1939,Potrero,Unincorporated,2020/05/13 08:00:00,5,{03AC79D6-C45C-4A24-91DB-27338786E184}
-12964486.7644,3847214.2439,1940,Campo,Unincorporated,2020/05/13 08:00:00,1,{6F4CC591-1A13-432C-AC8E-C56E3523D7E5}
-12980301.3647,3905515.9244,1941,Julian,Unincorporated,2020/05/13 08:00:00,2,{3812C3BC-9013-4C7F-92B8-821ED97EDBE9}
-13032595.3683,3944637.4253,1942,Pala,Unincorporated,2020/05/13 08:00:00,2,{4AB8AF29-B921-4960-B1C0-DE0B69D73276}
-12984666.5529,3840573.6325,1943,Tecate,Unincorporated,2020/05/13 08:00:00,3,{29D974BD-3252-41A3-864E-7589CF7C0455}
-12984576.6426,3915395.7027,1944,Santa Ysabel,Unincorporated,2020/05/13 08:00:00,1,{024E3C9F-86C4-4BA8-B320-1BCF86832D8F}
-12999551.2428,3843855.4909,1945,Dulzura,Unincorporated,2020/05/13 08:00:00,2,{98DC1B31-47D2-456C-8E83-51170BDE76EA}
-13055943.7678,3911860.2881,1946,CARLSBAD,Incorporated City,2020/05/14 08:00:00,69,{A665E73A-CD11-4D22-A245-4AAEE0CBE646}
-13025980.1151,3845995.7071,1947,CHULA VISTA,Incorporated City,2020/05/14 08:00:00,795,{1E64BC45-E1FE-4912-80DA-3DD4F2FBB267}
-13040305.7757,3849683.3521,1948,CORONADO,Incorporated City,2020/05/14 08:00:00,16,{E3234DA6-DB4C-481F-AAEB-BFACBE1D7820}
-13053598.1182,3890456.4197,1949,DEL MAR,Incorporated City,2020/05/14 08:00:00,13,{EA3938BD-DB35-43DD-9BAA-E6AD7F4AD497}
-13019977.8232,3869010.3783,1950,EL CAJON,Incorporated City,2020/05/14 08:00:00,329,{52E41AC9-0385-4126-AC77-86B12F30A376}
-13053457.8827,3901822.0345,1951,ENCINITAS,Incorporated City,2020/05/14 08:00:00,40,{372085BE-C7CF-436B-9C3D-4FFFD6883024}
-13032422.3731,3913182.7739,1952,ESCONDIDO,Incorporated City,2020/05/14 08:00:00,185,{9F43E9A0-16BD-4209-8305-6B08FC54ABC6}
-13037555.5062,3838223.8478,1953,IMPERIAL BEACH,Incorporated City,2020/05/14 08:00:00,50,{EC50CA85-AD2A-4AA8-ABD3-3E719FB15146}
-13026645.6096,3864877.6567,1954,LA MESA,Incorporated City,2020/05/14 08:00:00,100,{AD248360-953A-458F-8B43-1C84EA43FF89}
-13028211.636,3859954.5455,1955,LEMON GROVE,Incorporated City,2020/05/14 08:00:00,54,{578ECDBC-C27A-4F55-B057-5B0E9A5B980B}
-13035021.6577,3851915.3974,1956,NATIONAL CITY,Incorporated City,2020/05/14 08:00:00,265,{84F86B55-3BF3-4B98-8B21-5119A4487A3A}
-13058713.0221,3925163.5645,1957,OCEANSIDE,Incorporated City,2020/05/14 08:00:00,128,{99B13B3C-BC29-46A9-B05A-4B7CB2F22E41}
-13026621.7138,3893603.7466,1958,POWAY,Incorporated City,2020/05/14 08:00:00,35,{9B4325A7-763C-4351-BA91-6B4118FB1061}
-13043317.7596,3913521.8578,1959,SAN MARCOS,Incorporated City,2020/05/14 08:00:00,54,{5224B879-BFE2-4A75-AE9B-7228C0300788}
-13022693.0821,3876133.215,1960,SANTEE,Incorporated City,2020/05/14 08:00:00,49,{E52E5015-48E1-4A9A-9969-104E168B207F}
-13053032.9052,3894545.1224,1961,SOLANA BEACH,Incorporated City,2020/05/14 08:00:00,7,{644FE8CB-2933-4E35-9957-4FABEEE36995}
-13050937.1562,3920504.8702,1962,VISTA,Incorporated City,2020/05/14 08:00:00,87,{094EBB39-9364-43E1-8A58-FEA3D13F893C}
-13036572.8683,3877908.5737,1963,SAN DIEGO,Incorporated City,2020/05/14 08:00:00,2438,{ED229EEE-E062-433F-AB8C-3A4A715870B5}
-13047217.8826,3898975.5031,1964,Rancho Santa Fe,Unincorporated,2020/05/14 08:00:00,15,{B45576ED-2056-429C-8621-CAA32BEFF550}
-13009769.1049,3900855.9098,1965,Ramona,Unincorporated,2020/05/14 08:00:00,20,{D3CDBABF-1BDA-4D84-B0BB-82060D4C781C}
-13049711.3295,3944429.484,1966,Fallbrook,Unincorporated,2020/05/14 08:00:00,21,{0AC5DFCB-99BD-4FF0-962A-7F0CE6513108}
-13015632.7422,3876391.0926,1967,Lakeside,Unincorporated,2020/05/14 08:00:00,46,{5A2D5720-99AD-41FE-A2D2-37A048A29848}
-13026210.9388,3852184.5047,1968,Bonita,Unincorporated,2020/05/14 08:00:00,28,{004A8BD5-F74A-40FD-A571-D7529909F575}
-13023703.1721,3859438.9896,1969,Spring Valley,Unincorporated,2020/05/14 08:00:00,167,{C31F4222-99DC-47DB-9E26-A6F5EF58D7FD}
