county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Alameda,18099.0,252.0,211,5,2020-08-30T00:00:00
Alameda,18148.0,257.0,49,5,2020-08-31T00:00:00
Alameda,18382.0,257.0,234,0,2020-09-01T00:00:00
Alameda,18522.0,274.0,140,17,2020-09-02T00:00:00
Alameda,18687.0,295.0,165,21,2020-09-03T00:00:00
Alameda,18843.0,296.0,156,1,2020-09-04T00:00:00
Alameda,18973.0,299.0,130,3,2020-09-05T00:00:00
Alameda,19029.0,299.0,56,0,2020-09-06T00:00:00
Alameda,19188.0,300.0,159,1,2020-09-07T00:00:00
Marin,10.0,0.0,10,0,2020-03-18T00:00:00
Marin,19.0,0.0,9,0,2020-03-19T00:00:00
Marin,30.0,0.0,11,0,2020-03-20T00:00:00
Marin,30.0,0.0,0,0,2020-03-21T00:00:00
Marin,30.0,0.0,0,0,2020-03-22T00:00:00
Marin,30.0,0.0,0,0,2020-03-23T00:00:00
Marin,44.0,0.0,14,0,2020-03-24T00:00:00
Marin,47.0,0.0,3,0,2020-03-25T00:00:00
Marin,56.0,0.0,9,0,2020-03-26T00:00:00
Marin,58.0,0.0,2,0,2020-03-27T00:00:00
Marin,58.0,0.0,0,0,2020-03-28T00:00:00
Marin,60.0,0.0,2,0,2020-03-29T00:00:00
Marin,78.0,0.0,18,0,2020-03-30T00:00:00
Marin,85.0,1.0,7,1,2020-03-31T00:00:00
Marin,87.0,1.0,2,0,2020-04-01T00:00:00
Marin,102.0,1.0,15,0,2020-04-02T00:00:00
Marin,106.0,6.0,4,5,2020-04-03T00:00:00
Marin,111.0,6.0,5,0,2020-04-04T00:00:00
Marin,113.0,6.0,2,0,2020-04-05T00:00:00
Marin,119.0,7.0,6,1,2020-04-06T00:00:00
Marin,122.0,7.0,3,0,2020-04-07T00:00:00
Marin,125.0,7.0,3,0,2020-04-08T00:00:00
Marin,126.0,7.0,1,0,2020-04-09T00:00:00
Marin,128.0,10.0,2,3,2020-04-10T00:00:00
Marin,136.0,10.0,8,0,2020-04-11T00:00:00
Marin,138.0,10.0,2,0,2020-04-12T00:00:00
Marin,144.0,10.0,6,0,2020-04-13T00:00:00
Marin,147.0,10.0,3,0,2020-04-14T00:00:00
Marin,162.0,10.0,15,0,2020-04-15T00:00:00
Marin,170.0,10.0,8,0,2020-04-16T00:00:00
Marin,189.0,10.0,19,0,2020-04-17T00:00:00
Marin,193.0,10.0,4,0,2020-04-18T00:00:00
Marin,194.0,10.0,1,0,2020-04-19T00:00:00
Marin,200.0,10.0,6,0,2020-04-20T00:00:00
Marin,202.0,10.0,2,0,2020-04-21T00:00:00
Marin,202.0,11.0,0,1,2020-04-22T00:00:00
Marin,209.0,11.0,7,0,2020-04-23T00:00:00
Marin,211.0,11.0,2,0,2020-04-24T00:00:00
Marin,215.0,12.0,4,1,2020-04-25T00:00:00
Marin,225.0,12.0,10,0,2020-04-26T00:00:00
Marin,227.0,12.0,2,0,2020-04-27T00:00:00
Marin,228.0,12.0,1,0,2020-04-28T00:00:00
Marin,234.0,13.0,6,1,2020-04-29T00:00:00
Marin,240.0,13.0,6,0,2020-04-30T00:00:00
Marin,242.0,13.0,2,0,2020-05-01T00:00:00
Marin,243.0,13.0,1,0,2020-05-02T00:00:00
Marin,243.0,13.0,0,0,2020-05-03T00:00:00
Marin,244.0,13.0,1,0,2020-05-04T00:00:00
Marin,244.0,14.0,0,1,2020-05-05T00:00:00
Marin,244.0,14.0,0,0,2020-05-06T00:00:00
Marin,252.0,14.0,8,0,2020-05-07T00:00:00
Marin,257.0,14.0,5,0,2020-05-08T00:00:00
Marin,261.0,14.0,4,0,2020-05-09T00:00:00
Marin,267.0,14.0,6,0,2020-05-10T00:00:00
Marin,271.0,14.0,4,0,2020-05-11T00:00:00
Marin,274.0,14.0,3,0,2020-05-12T00:00:00
Marin,278.0,14.0,4,0,2020-05-13T00:00:00
Marin,283.0,14.0,5,0,2020-05-14T00:00:00
Marin,295.0,14.0,12,0,2020-05-15T00:00:00
Marin,297.0,14.0,2,0,2020-05-16T00:00:00
Marin,315.0,14.0,18,0,2020-05-17T00:00:00
Marin,329.0,14.0,14,0,2020-05-18T00:00:00
Marin,340.0,14.0,11,0,2020-05-19T00:00:00
Marin,348.0,14.0,8,0,2020-05-20T00:00:00
Marin,359.0,14.0,11,0,2020-05-21T00:00:00
Marin,372.0,14.0,13,0,2020-05-22T00:00:00
Marin,393.0,14.0,21,0,2020-05-23T00:00:00
Marin,401.0,14.0,8,0,2020-05-24T00:00:00
Marin,415.0,14.0,14,0,2020-05-25T00:00:00
Marin,424.0,14.0,9,0,2020-05-26T00:00:00
Marin,439.0,14.0,15,0,2020-05-27T00:00:00
Marin,443.0,14.0,4,0,2020-05-28T00:00:00
Marin,448.0,14.0,5,0,2020-05-29T00:00:00
Marin,462.0,14.0,14,0,2020-05-30T00:00:00
Marin,486.0,14.0,24,0,2020-05-31T00:00:00
Marin,495.0,15.0,9,1,2020-06-01T00:00:00
Marin,509.0,17.0,14,2,2020-06-02T00:00:00
Marin,527.0,17.0,18,0,2020-06-03T00:00:00
Marin,533.0,17.0,6,0,2020-06-04T00:00:00
Marin,546.0,17.0,13,0,2020-06-05T00:00:00
Marin,556.0,17.0,10,0,2020-06-06T00:00:00
Marin,584.0,17.0,28,0,2020-06-07T00:00:00
Marin,596.0,17.0,12,0,2020-06-08T00:00:00
Marin,616.0,17.0,20,0,2020-06-09T00:00:00
Marin,633.0,17.0,17,0,2020-06-10T00:00:00
Marin,637.0,17.0,4,0,2020-06-11T00:00:00
Marin,649.0,17.0,12,0,2020-06-12T00:00:00
Marin,677.0,17.0,28,0,2020-06-13T00:00:00
Marin,689.0,17.0,12,0,2020-06-14T00:00:00
Marin,708.0,17.0,19,0,2020-06-15T00:00:00
Marin,725.0,18.0,17,1,2020-06-16T00:00:00
Marin,771.0,18.0,46,0,2020-06-17T00:00:00
Marin,819.0,18.0,48,0,2020-06-18T00:00:00
Marin,829.0,18.0,10,0,2020-06-19T00:00:00
Marin,879.0,18.0,50,0,2020-06-20T00:00:00
Marin,907.0,18.0,28,0,2020-06-21T00:00:00
Marin,1029.0,18.0,122,0,2020-06-22T00:00:00
Marin,1139.0,18.0,110,0,2020-06-23T00:00:00
Marin,1261.0,18.0,122,0,2020-06-24T00:00:00
Marin,1323.0,18.0,62,0,2020-06-25T00:00:00
Marin,1411.0,18.0,88,0,2020-06-26T00:00:00
Marin,1498.0,18.0,87,0,2020-06-27T00:00:00
Marin,1505.0,18.0,7,0,2020-06-28T00:00:00
Marin,1581.0,18.0,76,0,2020-06-29T00:00:00
Marin,1628.0,18.0,47,0,2020-06-30T00:00:00
Marin,1639.0,18.0,11,0,2020-07-01T00:00:00
Marin,1706.0,19.0,67,1,2020-07-02T00:00:00
Marin,1776.0,19.0,70,0,2020-07-03T00:00:00
Marin,1962.0,19.0,186,0,2020-07-04T00:00:00
Marin,2080.0,19.0,118,0,2020-07-05T00:00:00
Marin,2136.0,19.0,56,0,2020-07-06T00:00:00
Marin,2627.0,20.0,491,1,2020-07-07T00:00:00
Marin,2756.0,23.0,129,3,2020-07-08T00:00:00
Marin,2975.0,23.0,219,0,2020-07-09T00:00:00
Marin,3101.0,23.0,126,0,2020-07-10T00:00:00
Marin,3191.0,23.0,90,0,2020-07-11T00:00:00
Marin,3358.0,23.0,167,0,2020-07-12T00:00:00
Marin,3402.0,28.0,44,5,2020-07-13T00:00:00
Marin,3451.0,28.0,49,0,2020-07-14T00:00:00
Marin,3458.0,28.0,7,0,2020-07-15T00:00:00
Marin,3546.0,29.0,88,1,2020-07-16T00:00:00
Marin,3839.0,29.0,293,0,2020-07-17T00:00:00
Marin,4089.0,30.0,250,1,2020-07-18T00:00:00
Marin,4172.0,30.0,83,0,2020-07-19T00:00:00
Marin,4255.0,31.0,83,1,2020-07-20T00:00:00
Marin,4318.0,34.0,63,3,2020-07-21T00:00:00
Marin,4373.0,35.0,55,1,2020-07-22T00:00:00
Marin,4423.0,35.0,50,0,2020-07-23T00:00:00
Marin,4517.0,54.0,94,19,2020-07-24T00:00:00
Marin,4562.0,54.0,45,0,2020-07-25T00:00:00
Marin,4595.0,54.0,33,0,2020-07-26T00:00:00
Marin,4669.0,54.0,74,0,2020-07-27T00:00:00
Marin,4698.0,61.0,29,7,2020-07-28T00:00:00
Marin,4747.0,64.0,49,3,2020-07-29T00:00:00
Marin,4835.0,64.0,88,0,2020-07-30T00:00:00
Marin,4885.0,70.0,50,6,2020-07-31T00:00:00
Marin,4945.0,70.0,60,0,2020-08-01T00:00:00
Marin,4985.0,70.0,40,0,2020-08-02T00:00:00
Marin,5001.0,70.0,16,0,2020-08-03T00:00:00
Marin,5020.0,76.0,19,6,2020-08-04T00:00:00
Marin,5036.0,77.0,16,1,2020-08-05T00:00:00
Marin,5058.0,78.0,22,1,2020-08-06T00:00:00
Marin,5094.0,78.0,36,0,2020-08-07T00:00:00
Marin,5118.0,78.0,24,0,2020-08-08T00:00:00
Marin,5204.0,78.0,86,0,2020-08-09T00:00:00
Marin,5242.0,81.0,38,3,2020-08-10T00:00:00
Marin,5287.0,81.0,45,0,2020-08-11T00:00:00
Marin,5423.0,81.0,136,0,2020-08-12T00:00:00
Marin,5503.0,82.0,80,1,2020-08-13T00:00:00
Marin,5601.0,82.0,98,0,2020-08-14T00:00:00
Marin,5628.0,82.0,27,0,2020-08-15T00:00:00
Marin,5664.0,82.0,36,0,2020-08-16T00:00:00
Marin,5683.0,83.0,19,1,2020-08-17T00:00:00
Marin,5708.0,83.0,25,0,2020-08-18T00:00:00
Marin,5723.0,83.0,15,0,2020-08-19T00:00:00
Marin,5745.0,84.0,22,1,2020-08-20T00:00:00
Marin,5762.0,85.0,17,1,2020-08-21T00:00:00
Marin,5789.0,85.0,27,0,2020-08-22T00:00:00
Marin,5807.0,85.0,18,0,2020-08-23T00:00:00
Marin,5834.0,94.0,27,9,2020-08-24T00:00:00
Marin,5860.0,95.0,26,1,2020-08-25T00:00:00
Marin,5887.0,95.0,27,0,2020-08-26T00:00:00
Marin,5929.0,94.0,42,-1,2020-08-27T00:00:00
Marin,5991.0,94.0,62,0,2020-08-28T00:00:00
Marin,6007.0,95.0,16,1,2020-08-29T00:00:00
Marin,6060.0,95.0,53,0,2020-08-30T00:00:00
Marin,6074.0,96.0,14,1,2020-08-31T00:00:00
Marin,6102.0,96.0,28,0,2020-09-01T00:00:00
Marin,6131.0,96.0,29,0,2020-09-02T00:00:00
Marin,6175.0,96.0,44,0,2020-09-03T00:00:00
Marin,6251.0,96.0,76,0,2020-09-04T00:00:00
Marin,6259.0,96.0,8,0,2020-09-05T00:00:00
Marin,6276.0,96.0,17,0,2020-09-06T00:00:00
Marin,6296.0,96.0,20,0,2020-09-07T00:00:00
San Diego,40.0,0.0,40,0,2020-03-18T00:00:00
San Diego,68.0,0.0,28,0,2020-03-19T00:00:00
San Diego,98.0,0.0,30,0,2020-03-20T00:00:00
San Diego,119.0,0.0,21,0,2020-03-21T00:00:00
San Diego,159.0,0.0,40,0,2020-03-22T00:00:00
San Diego,176.0,1.0,17,1,2020-03-23T00:00:00
San Diego,229.0,2.0,53,1,2020-03-24T00:00:00
San Diego,236.0,2.0,7,0,2020-03-25T00:00:00
San Diego,297.0,2.0,61,0,2020-03-26T00:00:00
San Diego,419.0,5.0,122,3,2020-03-27T00:00:00
San Diego,490.0,7.0,71,2,2020-03-28T00:00:00
San Diego,521.0,7.0,31,0,2020-03-29T00:00:00
San Diego,605.0,7.0,84,0,2020-03-30T00:00:00
San Diego,736.0,9.0,131,2,2020-03-31T00:00:00
San Diego,851.0,11.0,115,2,2020-04-01T00:00:00
San Diego,968.0,16.0,117,5,2020-04-02T00:00:00
San Diego,1114.0,17.0,146,1,2020-04-03T00:00:00
San Diego,1211.0,18.0,97,1,2020-04-04T00:00:00
San Diego,1328.0,19.0,117,1,2020-04-05T00:00:00
San Diego,1406.0,19.0,78,0,2020-04-06T00:00:00
San Diego,1456.0,31.0,50,12,2020-04-07T00:00:00
San Diego,1532.0,36.0,76,5,2020-04-08T00:00:00
San Diego,1630.0,40.0,98,4,2020-04-09T00:00:00
San Diego,1695.0,54.0,65,14,2020-04-10T00:00:00
San Diego,1763.0,54.0,68,0,2020-04-11T00:00:00
San Diego,1806.0,55.0,43,1,2020-04-12T00:00:00
San Diego,1849.0,66.0,43,11,2020-04-13T00:00:00
San Diego,1932.0,67.0,83,1,2020-04-14T00:00:00
San Diego,2014.0,67.0,82,0,2020-04-15T00:00:00
San Diego,2089.0,77.0,75,10,2020-04-16T00:00:00
San Diego,2160.0,83.0,71,6,2020-04-17T00:00:00
San Diego,2215.0,83.0,55,0,2020-04-18T00:00:00
San Diego,2270.0,83.0,55,0,2020-04-19T00:00:00
San Diego,2327.0,102.0,57,19,2020-04-20T00:00:00
San Diego,2436.0,109.0,109,7,2020-04-21T00:00:00
San Diego,2493.0,112.0,57,3,2020-04-22T00:00:00
San Diego,2645.0,112.0,152,0,2020-04-23T00:00:00
San Diego,2828.0,119.0,183,7,2020-04-24T00:00:00
San Diego,2945.0,119.0,117,0,2020-04-25T00:00:00
San Diego,3045.0,123.0,100,4,2020-04-26T00:00:00
San Diego,3143.0,128.0,98,5,2020-04-27T00:00:00
San Diego,3316.0,133.0,173,5,2020-04-28T00:00:00
San Diego,3434.0,140.0,118,7,2020-04-29T00:00:00
San Diego,3566.0,143.0,132,3,2020-04-30T00:00:00
San Diego,3713.0,150.0,147,7,2020-05-01T00:00:00
San Diego,3844.0,150.0,131,0,2020-05-02T00:00:00
San Diego,3929.0,150.0,85,0,2020-05-03T00:00:00
San Diego,4022.0,162.0,93,12,2020-05-04T00:00:00
San Diego,4162.0,173.0,140,11,2020-05-05T00:00:00
San Diego,4321.0,186.0,159,13,2020-05-06T00:00:00
San Diego,4431.0,189.0,110,3,2020-05-07T00:00:00
San Diego,4664.0,194.0,233,5,2020-05-08T00:00:00
San Diego,4778.0,194.0,114,0,2020-05-09T00:00:00
San Diego,4928.0,194.0,150,0,2020-05-10T00:00:00
San Diego,5067.0,204.0,139,10,2020-05-11T00:00:00
San Diego,5163.0,217.0,96,13,2020-05-12T00:00:00
San Diego,5280.0,223.0,117,6,2020-05-13T00:00:00
San Diego,5393.0,231.0,113,8,2020-05-14T00:00:00
San Diego,5525.0,235.0,132,4,2020-05-15T00:00:00
San Diego,5664.0,235.0,139,0,2020-05-16T00:00:00
San Diego,5838.0,242.0,174,7,2020-05-17T00:00:00
San Diego,5948.0,242.0,110,0,2020-05-18T00:00:00
San Diego,6028.0,242.0,80,0,2020-05-19T00:00:00
San Diego,6142.0,262.0,114,20,2020-05-20T00:00:00
San Diego,6317.0,262.0,175,0,2020-05-21T00:00:00
San Diego,6436.0,271.0,119,9,2020-05-22T00:00:00
San Diego,6561.0,275.0,125,4,2020-05-23T00:00:00
San Diego,6703.0,275.0,142,0,2020-05-24T00:00:00
San Diego,6799.0,275.0,96,0,2020-05-25T00:00:00
San Diego,6884.0,290.0,85,15,2020-05-26T00:00:00
San Diego,6985.0,297.0,101,7,2020-05-27T00:00:00
San Diego,7102.0,307.0,117,10,2020-05-28T00:00:00
San Diego,7242.0,312.0,140,5,2020-05-29T00:00:00
San Diego,7387.0,312.0,145,0,2020-05-30T00:00:00
San Diego,7483.0,312.0,96,0,2020-05-31T00:00:00
San Diego,7556.0,312.0,73,0,2020-06-01T00:00:00
San Diego,7676.0,312.0,120,0,2020-06-02T00:00:00
San Diego,7800.0,312.0,124,0,2020-06-03T00:00:00
San Diego,7942.0,312.0,142,0,2020-06-04T00:00:00
San Diego,8182.0,312.0,240,0,2020-06-05T00:00:00
San Diego,8347.0,312.0,165,0,2020-06-06T00:00:00
San Diego,8478.0,312.0,131,0,2020-06-07T00:00:00
San Diego,8621.0,312.0,143,0,2020-06-08T00:00:00
San Diego,8731.0,312.0,110,0,2020-06-09T00:00:00
San Diego,8839.0,312.0,108,0,2020-06-10T00:00:00
San Diego,9000.0,312.0,161,0,2020-06-11T00:00:00
San Diego,9132.0,312.0,132,0,2020-06-12T00:00:00
San Diego,9316.0,320.0,184,8,2020-06-13T00:00:00
San Diego,9442.0,320.0,126,0,2020-06-14T00:00:00
San Diego,9612.0,320.0,170,0,2020-06-15T00:00:00
San Diego,9732.0,323.0,120,3,2020-06-16T00:00:00
San Diego,9856.0,327.0,124,4,2020-06-17T00:00:00
San Diego,10094.0,331.0,238,4,2020-06-18T00:00:00
San Diego,10352.0,332.0,258,1,2020-06-19T00:00:00
San Diego,10486.0,338.0,134,6,2020-06-20T00:00:00
San Diego,10796.0,338.0,310,0,2020-06-21T00:00:00
San Diego,11098.0,338.0,302,0,2020-06-22T00:00:00
San Diego,11296.0,338.0,198,0,2020-06-23T00:00:00
San Diego,11628.0,347.0,332,9,2020-06-24T00:00:00
San Diego,11963.0,352.0,335,5,2020-06-25T00:00:00
San Diego,12402.0,358.0,439,6,2020-06-26T00:00:00
San Diego,12836.0,360.0,434,2,2020-06-27T00:00:00
San Diego,13333.0,361.0,497,1,2020-06-28T00:00:00
San Diego,13834.0,361.0,501,0,2020-06-29T00:00:00
San Diego,14150.0,365.0,316,4,2020-06-30T00:00:00
San Diego,14626.0,372.0,476,7,2020-07-01T00:00:00
San Diego,15208.0,377.0,582,5,2020-07-02T00:00:00
San Diego,15698.0,387.0,490,10,2020-07-03T00:00:00
San Diego,16166.0,387.0,468,0,2020-07-04T00:00:00
San Diego,16728.0,387.0,562,0,2020-07-05T00:00:00
San Diego,17002.0,387.0,274,0,2020-07-06T00:00:00
San Diego,17580.0,399.0,578,12,2020-07-07T00:00:00
San Diego,17844.0,406.0,264,7,2020-07-08T00:00:00
San Diego,18404.0,415.0,560,9,2020-07-09T00:00:00
San Diego,18862.0,420.0,458,5,2020-07-10T00:00:00
San Diego,19371.0,422.0,509,2,2020-07-11T00:00:00
San Diego,19929.0,422.0,558,0,2020-07-12T00:00:00
San Diego,20348.0,422.0,419,0,2020-07-13T00:00:00
San Diego,20887.0,436.0,539,14,2020-07-14T00:00:00
San Diego,21448.0,448.0,561,12,2020-07-15T00:00:00
San Diego,21857.0,465.0,409,17,2020-07-16T00:00:00
San Diego,22491.0,472.0,634,7,2020-07-17T00:00:00
San Diego,23116.0,478.0,625,6,2020-07-18T00:00:00
San Diego,23684.0,478.0,568,0,2020-07-19T00:00:00
San Diego,24137.0,478.0,453,0,2020-07-20T00:00:00
San Diego,24522.0,487.0,385,9,2020-07-21T00:00:00
San Diego,25109.0,505.0,587,18,2020-07-22T00:00:00
San Diego,25615.0,512.0,506,7,2020-07-23T00:00:00
San Diego,26100.0,524.0,485,12,2020-07-24T00:00:00
San Diego,26703.0,533.0,603,9,2020-07-25T00:00:00
San Diego,26986.0,533.0,283,0,2020-07-26T00:00:00
San Diego,27509.0,533.0,523,0,2020-07-27T00:00:00
San Diego,28007.0,547.0,498,14,2020-07-28T00:00:00
San Diego,28289.0,552.0,282,5,2020-07-29T00:00:00
San Diego,28670.0,558.0,381,6,2020-07-30T00:00:00
San Diego,29050.0,561.0,380,3,2020-07-31T00:00:00
San Diego,29579.0,565.0,529,4,2020-08-01T00:00:00
San Diego,29885.0,565.0,306,0,2020-08-02T00:00:00
San Diego,30228.0,565.0,343,0,2020-08-03T00:00:00
San Diego,30518.0,568.0,290,3,2020-08-04T00:00:00
San Diego,30866.0,578.0,348,10,2020-08-05T00:00:00
San Diego,31129.0,583.0,263,5,2020-08-06T00:00:00
San Diego,31781.0,586.0,652,3,2020-08-07T00:00:00
San Diego,32332.0,593.0,551,7,2020-08-08T00:00:00
San Diego,32749.0,594.0,417,1,2020-08-09T00:00:00
San Diego,32977.0,594.0,228,0,2020-08-10T00:00:00
San Diego,33159.0,602.0,182,8,2020-08-11T00:00:00
San Diego,33395.0,608.0,236,6,2020-08-12T00:00:00
San Diego,33661.0,615.0,266,7,2020-08-13T00:00:00
San Diego,34067.0,622.0,406,7,2020-08-14T00:00:00
San Diego,34346.0,626.0,279,4,2020-08-15T00:00:00
San Diego,34680.0,626.0,334,0,2020-08-16T00:00:00
San Diego,34962.0,626.0,282,0,2020-08-17T00:00:00
San Diego,35164.0,633.0,202,7,2020-08-18T00:00:00
San Diego,35378.0,638.0,214,5,2020-08-19T00:00:00
San Diego,35610.0,644.0,232,6,2020-08-20T00:00:00
San Diego,35914.0,652.0,304,8,2020-08-21T00:00:00
San Diego,36205.0,660.0,291,8,2020-08-22T00:00:00
San Diego,36542.0,660.0,337,0,2020-08-23T00:00:00
San Diego,36729.0,660.0,187,0,2020-08-24T00:00:00
San Diego,36996.0,665.0,267,5,2020-08-25T00:00:00
San Diego,37224.0,668.0,228,3,2020-08-26T00:00:00
San Diego,37501.0,673.0,277,5,2020-08-27T00:00:00
San Diego,37786.0,676.0,285,3,2020-08-28T00:00:00
San Diego,38049.0,679.0,263,3,2020-08-29T00:00:00
San Diego,38302.0,682.0,253,3,2020-08-30T00:00:00
San Diego,38606.0,682.0,304,0,2020-08-31T00:00:00
San Diego,38873.0,688.0,267,6,2020-09-01T00:00:00
San Diego,39123.0,695.0,250,7,2020-09-02T00:00:00
San Diego,39448.0,700.0,325,5,2020-09-03T00:00:00
San Diego,39901.0,701.0,453,1,2020-09-04T00:00:00
San Diego,40344.0,704.0,443,3,2020-09-05T00:00:00
San Diego,40652.0,704.0,308,0,2020-09-06T00:00:00
San Diego,40868.0,707.0,216,3,2020-09-07T00:00:00
Out Of Country,0.0,0.0,0,0,2020-03-30T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-13T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-14T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-15T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-16T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-17T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-18T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-19T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-20T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-21T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-22T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-23T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-24T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-25T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-26T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-27T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-28T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-29T00:00:00
Out Of Country,0.0,0.0,0,0,2020-04-30T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-01T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-02T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-03T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-04T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-05T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-06T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-07T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-08T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-09T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-10T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-11T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-12T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-13T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-14T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-15T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-16T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-17T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-18T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-19T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-20T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-21T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-22T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-23T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-24T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-25T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-26T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-27T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-28T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-29T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-30T00:00:00
Out Of Country,0.0,0.0,0,0,2020-05-31T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-01T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-02T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-03T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-04T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-05T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-06T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-07T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-08T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-09T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-10T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-11T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-12T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-13T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-14T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-15T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-16T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-17T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-18T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-19T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-20T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-21T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-22T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-23T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-24T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-25T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-26T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-27T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-28T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-29T00:00:00
Out Of Country,0.0,0.0,0,0,2020-06-30T00:00:00
Out Of Country,,0.0,0,0,2020-07-01T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-02T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-03T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-04T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-05T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-06T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-07T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-08T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-09T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-10T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-11T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-12T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-13T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-14T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-15T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-16T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-17T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-18T00:00:00
Out Of Country,0.0,0.0,0,0,2020-07-19T00:00:00
